subject,version,assignmentId,signed_attributes,signed_weights,full_or_lex,confidence,strategy,metastrategy,consistency1,consistency2,appropriateness,attention,choice_exp,choice_domain,meditation_exp1,meditation_exp2,meditation_exp3,decisionstyle_responses,bidr_responses,acs_responses,mindfulness_responses,sris_responses,maia_responses,icar_responses,icar_correct,icar_num_correct,scale_rts,question_rts,attention_check,gender,age,race,edu,income,nativeEng,feedback,instructions_times,total_time,stamp,id
5cc8f511f24f6c001c1692a9,ma_choice_v3_followup_real1,5cc8f511f24f6c001c1692a9,,,,,,,,,,,,,,,,"4,4,4,4,4,2,3,3,3,1",,"1,1,1,2,2,1,1,1,1,1,0,1,2,3,1,1,1,2,1,0","3,1,3,3,3,0,0,3,3,3,3,3","0,1,3,1,4,4,1,4,5,4,5,5,4,1,5,1,0,0,1,4","5,5,4,4,4,5,0,5,5,4,4,5,5,4,5,4,4,0,5,5,5,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""57"",""VR.19"":""Sunday"",""LN.7"":""T"",""LN.33"":""E"",""LN.34"":""V"",""LN.58"":""H"",""MX.45"":""F"",""MX.46"":""E"",""MX.47"":""A"",""MX.55"":""F"",""R3D.3"":""G"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""VR.4"",""VR.16"",""VR.19""]",3,"{""sris"":113913.09999999776,""mindfulness"":57106.60000000149,""maia"":197140.40000000224,""decisionstyle"":116162.30000000075,""acs"":187280.70000000298,""icar"":474020.8999999985}",,,,,,,,,great study thank you for the opportunity to participate ,"[30139.70000000298,14313.89999999851,14312.60000000149,14162.699999999255,11557.099999997765,5161.800000000745]",2322106,2022-01-28 21:25:42,325
5ebf2b97ce2e0f1c05e9b00a,ma_choice_v3_followup_real1,5ebf2b97ce2e0f1c05e9b00a,,,,,,,,,,,,,,,,"4,4,4,4,4,2,2,1,2,2",,"1,0,1,2,2,1,0,0,2,3,0,0,2,1,0,1,3,3,3,0","3,0,2,3,3,0,0,3,2,3,3,3","2,1,1,4,5,2,5,1,2,1,2,2,5,0,5,0,0,0,1,5","4,5,2,0,0,2,4,1,3,5,4,3,1,1,5,2,1,0,0,4,4,4","{""VR.4"":""5"",""VR.16"":""Richard is as tall as Matt"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""D"",""MX.47"":""B"",""MX.55"":""A"",""R3D.3"":""F"",""R3D.4"":""D"",""R3D.6"":""H"",""R3D.8"":""C""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.47"",""VR.4"",""VR.17""]",8,"{""mindfulness"":61012.70000000298,""acs"":171039.19999998808,""maia"":145642.30000001192,""decisionstyle"":48835.29999999702,""sris"":118503.80000001192,""icar"":666559.299999997}",,,,,,,,,"Great survey, and there was nothing confusing.","[6807.5,24067.59999999404,71515.90000000596,6889.4000000059605,8320.699999988079,7259.5]",2192751,2022-01-28 21:54:08,326
57b270d576b2ea0001c98812,ma_choice_v3_followup_real1,57b270d576b2ea0001c98812,,,,,,,,,,,,,,,,"3,4,3,4,4,2,2,1,2,1",,"2,2,1,2,1,2,1,0,2,1,3,2,2,2,3,1,1,0,0,1","0,3,1,1,1,1,2,1,3,2,2,0","0,0,5,0,5,5,0,4,5,5,5,5,4,4,5,3,4,0,2,3","4,5,5,4,5,2,4,5,4,3,4,5,5,4,4,4,4,4,0,2,1,4","{""VR.4"":""5"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""F"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""D"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""F"",""R3D.3"":""H"",""R3D.4"":""H"",""R3D.6"":""H"",""R3D.8"":""H""}","[""LN.7"",""LN.34"",""LN.58"",""MX.46"",""MX.47"",""VR.4"",""VR.17"",""VR.19""]",8,"{""acs"":119320.19999980927,""mindfulness"":44689.40000009537,""maia"":125851.30000019073,""decisionstyle"":39088.39999961853,""sris"":69665.39999961853,""icar"":401720.90000009537}",,,,,,,,,Thank you!,"[1630.0999999046326,13815.099999904633,6959.60000038147,4871.89999961853,6639.700000286102,2280.0999999046326]",1585893,2022-01-28 22:00:20,327
5d321a7348bf98001646aeb2,ma_choice_v3_followup_real1,5d321a7348bf98001646aeb2,,,,,,,,,,,,,,,,"3,3,3,3,3,3,3,3,2,2",,"1,0,1,2,1,1,0,0,1,2,0,0,2,1,0,1,2,2,2,0","2,2,1,2,2,0,1,1,1,3,2,2","4,2,1,4,2,1,5,2,1,2,1,2,2,1,4,1,0,1,2,4","5,4,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,3,4,4,4","{""VR.4"":""4"",""VR.16"":""It is impossible to tell"",""VR.17"":""35"",""VR.19"":""Friday"",""LN.7"":""X"",""LN.33"":""E"",""LN.34"":""T"",""LN.58"":""M"",""MX.45"":""E"",""MX.46"":""A"",""MX.47"":""A"",""MX.55"":""D"",""R3D.3"":""E"",""R3D.4"":""A"",""R3D.6"":""H"",""R3D.8"":""H""}","[""LN.7"",""MX.45"",""MX.55"",""VR.16""]",4,"{""mindfulness"":73163.39999997616,""maia"":178475.60000002384,""decisionstyle"":51755.89999997616,""acs"":135924.69999998808,""sris"":105073.29999995232,""icar"":624717.8999999762}",,,,,,,,,none,"[397354.7999999523,86019.10000002384,7984,5083.600000023842,12317,8983.299999952316]",7538189,2022-01-28 22:17:08,328
5fbb57b9335997c295215ff7,ma_choice_v3_followup_real1,5fbb57b9335997c295215ff7,,,,,,,,,,,,,,,,"2,3,3,3,3,3,3,3,3,2",,"1,2,1,1,2,2,3,0,3,0,3,1,2,1,1,1,2,0,1,1","1,3,1,1,1,1,2,1,1,1,1,2","0,0,5,0,5,5,0,5,5,5,5,5,5,4,1,3,2,2,3,3","3,3,2,3,3,3,3,2,3,3,3,3,5,4,3,3,2,2,2,2,1,1","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""R3D.3"",""R3D.4"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",16,"{""maia"":172082.40000003576,""mindfulness"":78409.89999997616,""sris"":111199,""acs"":187958.69999998808,""decisionstyle"":65615.89999997616,""icar"":778283.6999999881}",,,,,,,,,"Nothing was confusing, and the timing was accurate.","[1693,21533.400000035763,9564.300000011921,93743.69999998808,9935.699999988079,6999.100000023842]",2343460,2022-01-28 22:46:34,329
61552af1eebae76e5666aba0,ma_choice_v3_followup_real1,61552af1eebae76e5666aba0,,,,,,,,,,,,,,,,"3,1,2,4,3,2,3,3,4,2",,"2,0,1,3,1,3,0,0,1,2,1,0,2,2,3,1,2,1,2,1","2,0,0,1,3,1,2,1,1,2,1,2","2,2,3,3,3,4,2,4,1,4,5,4,4,2,4,1,2,2,2,4","5,5,0,4,2,1,3,3,2,1,1,4,5,5,1,2,1,1,3,2,3,4","{""VR.4"":""5"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""C"",""MX.46"":""C"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""G"",""R3D.4"":""D"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.47"",""R3D.6"",""R3D.8"",""VR.4"",""VR.17"",""VR.19""]",10,"{""sris"":76135.10000002384,""maia"":86528.30000001192,""mindfulness"":57503.299999952316,""acs"":108801.59999996424,""decisionstyle"":41952.19999998808,""icar"":661175.6000000238}",,,,,,,,,It seemed longer than 35 minutes due to section 3,"[1908.300000011921,8190,4117.300000011921,5820.800000011921,13666.199999988079,3802.899999976158]",2208787,2022-01-28 22:49:33,330
611729ddf39841cce093b0ff,ma_choice_v3_followup_real1,611729ddf39841cce093b0ff,,,,,,,,,,,,,,,,"4,4,3,4,4,1,1,2,1,1",,"3,1,3,0,1,3,1,2,3,1,1,2,1,0,3,3,1,1,1,1","2,3,3,1,2,1,1,2,3,3,2,2","1,0,4,0,5,5,0,5,5,5,5,5,5,5,1,1,0,3,2,2","5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,3,5","{""VR.4"":""5"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""47"",""VR.19"":""Saturday"",""LN.7"":""V"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""H"",""MX.45"":""B"",""MX.46"":""C"",""MX.47"":""E"",""MX.55"":""A"",""R3D.3"":""G"",""R3D.4"":""E"",""R3D.6"":""F"",""R3D.8"":""F""}","[""LN.33"",""LN.34"",""R3D.6"",""VR.4"",""VR.17""]",5,"{""maia"":74325.80000001192,""acs"":120328.80000001192,""mindfulness"":45948.19999998808,""sris"":71629.30000001192,""decisionstyle"":42844.299999952316,""icar"":301423.10000002384}",,,,,,,,,no,"[3285.899999976158,15776,8215.5,6848.100000023842,12104.5,5287.800000011921]",1753467,2022-01-28 23:08:02,331
6168a697ae9f4d8dcfada29b,ma_choice_v3_followup_real1,6168a697ae9f4d8dcfada29b,,,,,,,,,,,,,,,,"4,3,4,4,4,1,1,1,0,1",,"2,1,1,1,1,1,1,1,1,1,0,0,3,0,1,1,2,1,1,1","1,1,2,3,3,2,1,1,2,3,2,1","1,0,4,1,4,4,1,4,5,4,5,4,5,1,5,1,1,0,0,5","4,4,3,4,4,2,2,3,2,2,2,1,3,4,3,2,4,3,3,0,2,2","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""M"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""F"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.33"",""LN.34"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""R3D.4"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",14,"{""acs"":136358.5,""mindfulness"":47281.30000001192,""decisionstyle"":34222.5,""sris"":63173.60000002384,""maia"":83617,""icar"":987732.1999999881}",,,,,,,,,I fear I may be stupid.,"[2151,10384.599999964237,95753.5,6089.400000035763,8064.399999976158,4620.600000023842]",2240583,2022-01-29 00:22:39,332
5e6bdd2a3ea572199bb7f6b6,ma_choice_v3_followup_real1,5e6bdd2a3ea572199bb7f6b6,,,,,,,,,,,,,,,,"4,4,4,4,4,1,1,0,0,1",,"1,1,1,1,2,1,2,2,3,2,2,0,3,1,0,1,2,1,2,1","1,0,1,2,3,3,2,2,1,2,2,2","1,2,3,0,3,4,0,5,4,5,4,4,5,0,4,0,1,0,0,5","4,4,2,1,3,3,3,2,3,4,1,3,4,3,2,2,1,2,1,2,3,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""F"",""R3D.3"":""D"",""R3D.4"":""C"",""R3D.6"":""E"",""R3D.8"":""G""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",12,"{""mindfulness"":101806.89999997616,""acs"":242796,""maia"":189931.89999997616,""decisionstyle"":53420.60000002384,""sris"":93766.29999995232,""icar"":1549869.6999999285}",,,,,,,,,"I have zero ability to picture the movement of 3 dimensional objects, sigh.","[5005.700000047684,20960.100000023842,21428.100000023842,15202.199999928474,14600,7977.800000071526]",3245391,2022-01-29 00:31:11,333
5bcc1fce4249b20001bc99f1,ma_choice_v3_followup_real1,5bcc1fce4249b20001bc99f1,,,,,,,,,,,,,,,,"4,4,4,4,4,0,1,0,1,0",,"2,1,2,1,0,2,2,2,0,1,3,2,1,0,3,1,1,1,1,2","1,1,2,1,2,2,1,2,0,2,3,1","0,0,5,1,5,5,0,4,4,4,4,4,5,0,5,1,1,1,1,5","5,5,5,5,4,4,4,4,4,2,4,5,5,5,4,5,5,4,1,5,4,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""C"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""D""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""R3D.3"",""R3D.4"",""R3D.6"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",14,"{""sris"":63316.89999985695,""decisionstyle"":24370,""mindfulness"":28956.200000047684,""acs"":53228.59999990463,""maia"":92987.89999985695,""icar"":397995.5}",,,,,,,,,Everything was fine,"[5861.700000047684,6808,6296,7136.100000143051,66535.39999985695,687.7999999523163,1472,13511.800000190735,4352,22623.799999952316,1064,4471.899999856949]",1893783,2022-01-29 01:05:56,334
5eb1f6fc96a926357133cbb1,ma_choice_v3_followup_real1,5eb1f6fc96a926357133cbb1,,,,,,,,,,,,,,,,"4,4,3,4,4,1,2,1,2,0",,"3,3,3,0,0,3,3,3,2,0,3,3,1,0,2,1,0,0,0,1","0,1,0,3,2,3,0,1,0,1,2,0","0,1,4,0,4,0,0,5,4,4,4,4,4,2,3,1,1,1,2,4","1,5,1,1,1,0,1,3,3,0,2,1,1,2,1,2,1,0,1,4,4,4","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""H"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""C"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.7"",""LN.33"",""LN.34"",""MX.45"",""MX.46"",""MX.47"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",10,"{""sris"":112825.80000001192,""decisionstyle"":148169.09999996424,""acs"":123325.80000001192,""maia"":110191.19999998808,""mindfulness"":43563.59999996424,""icar"":440196.59999996424}",,,,,,,,,I don't have any comments. It took about the amount of time expected.,"[8530.400000035763,21640.69999998808,14223.300000011921,19760,13950.099999964237,7419.400000035763]",1993306,2022-01-29 01:14:12,335
5f0e52aa66ece519e2831c7c,ma_choice_v3_followup_real1,5f0e52aa66ece519e2831c7c,,,,,,,,,,,,,,,,"4,3,4,2,3,1,0,1,2,1",,"1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,3,2,1,1,2","1,1,1,2,1,2,2,1,2,2,2,1","5,2,2,4,2,3,3,4,3,3,1,3,2,2,2,5,4,1,4,4","2,4,4,3,2,3,2,1,1,2,1,3,4,5,4,4,3,2,4,3,4,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""F"",""LN.34"":""Y"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""D"",""MX.47"":""B"",""MX.55"":""C"",""R3D.3"":""H"",""R3D.4"":""B"",""R3D.6"":""A"",""R3D.8"":""G""}","[""LN.7"",""LN.58"",""MX.45"",""MX.47"",""R3D.4"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",10,"{""sris"":92316,""mindfulness"":55867,""maia"":105147,""acs"":105433,""decisionstyle"":47830,""icar"":934823}",,,,,,,,,"Thank you!  Wow, on Study 3.  That was tough.  ","[2987,29307,15454,11128,26791,6997]",2547573,2022-01-29 01:24:50,336
606537639bc40e88e953c584,ma_choice_v3_followup_real1,606537639bc40e88e953c584,,,,,,,,,,,,,,,,"3,4,4,4,3,2,2,3,2,3",,"1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,0,1,2,1,2","2,3,0,1,2,1,3,0,2,3,2,3","3,0,2,5,2,5,3,5,4,5,5,4,4,3,4,5,3,5,5,2","5,5,4,1,3,5,3,4,5,2,5,5,5,5,3,5,5,5,4,5,0,3","{""VR.4"":""2"",""VR.16"":""It is impossible to tell"",""VR.17"":""35"",""VR.19"":""Tuesday"",""LN.7"":""W"",""LN.33"":""E"",""LN.34"":""Y"",""LN.58"":""M"",""MX.45"":""F"",""MX.46"":""E"",""MX.47"":""E"",""MX.55"":""B"",""R3D.3"":""G"",""R3D.4"":""A"",""R3D.6"":""A"",""R3D.8"":""F""}","[""VR.16""]",1,"{""acs"":131371,""decisionstyle"":71051,""sris"":141017,""maia"":122762,""mindfulness"":68215,""icar"":862639}",,,,,,,,,N/A,"[2316,15366,6880,4693,8507,1399]",2500144,2022-01-29 04:19:46,337
5dd2f94a238a913096c52317,ma_choice_v3_followup_real1,5dd2f94a238a913096c52317,,,,,,,,,,,,,,,,"4,4,4,4,4,1,2,1,2,1",,"0,0,0,1,1,1,0,0,1,1,0,0,2,2,1,0,2,1,1,0","3,0,1,2,2,0,0,3,1,3,3,3","0,0,5,0,4,4,0,5,4,5,4,4,5,0,5,0,0,0,0,5","4,5,5,5,5,5,5,3,3,4,5,5,5,5,5,4,4,4,5,5,5,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Saturday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""I"",""MX.45"":""C"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""C"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.7"",""LN.33"",""LN.34"",""MX.46"",""MX.47"",""VR.4"",""VR.16"",""VR.17""]",8,"{""mindfulness"":48611.90000009537,""decisionstyle"":42879.89999985695,""acs"":122061.20000004768,""sris"":89899.40000009537,""maia"":90547.90000009537,""icar"":298932.30000019073}",,,,,,,,,no,"[7218.899999856949,11014.300000190735,7743.099999904633,8143.299999952316,10614.900000095367,5956.799999952316]",1557741,2022-01-29 05:40:30,338
5dd5db1ded7ea4574c7bc996,ma_choice_v3_followup_real1,5dd5db1ded7ea4574c7bc996,,,,,,,,,,,,,,,,"3,3,3,4,3,1,2,1,1,3",,"1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2","2,1,2,2,1,1,3,2,2,3,2,3","1,1,2,0,4,3,1,3,4,3,1,2,4,1,3,3,1,4,4,2","3,4,4,1,1,3,5,3,1,2,1,3,2,2,1,4,2,1,2,3,3,1","{""VR.4"":""5"",""VR.16"":""Richard is as tall as Matt"",""VR.17"":""47"",""VR.19"":""Saturday"",""LN.7"":""U"",""LN.33"":""G"",""LN.34"":""Z"",""LN.58"":""M"",""MX.45"":""B"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""C"",""R3D.4"":""G"",""R3D.6"":""F"",""R3D.8"":""F""}","[""LN.33"",""MX.46"",""MX.47"",""MX.55"",""R3D.3"",""R3D.6"",""VR.4"",""VR.17""]",8,"{""decisionstyle"":57454.09999999963,""maia"":244685.2999999998,""mindfulness"":141679.2000000002,""acs"":109756.20000000019,""sris"":60540.60000000056,""icar"":449916.2000000002}",,,,,,,,,Everything went smoothly. ,"[3746.5,438564.2000000002,5476.899999999907,4834.199999999721,5087.200000000186,9811,36153.200000000186,2803.5]",2772408,2022-01-29 07:59:12,339
5a947fb0f05361000171b5a3,ma_choice_v3_followup_real1,5a947fb0f05361000171b5a3,,,,,,,,,,,,,,,,"2,4,3,2,3,1,1,3,1,2",,"1,3,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,0","1,2,1,1,0,2,2,1,1,1,1,1","2,0,4,1,4,4,0,4,5,5,3,3,4,3,1,2,4,1,2,1","3,5,4,4,3,2,5,4,3,4,3,4,3,3,4,3,3,3,3,2,2,2","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""F"",""MX.55"":""D"",""R3D.3"":""H"",""R3D.4"":""C"",""R3D.6"":""F"",""R3D.8"":""H""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.55"",""R3D.6"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",12,"{""sris"":346235,""decisionstyle"":89796.80000000075,""maia"":154172.70000000112,""acs"":52124.70000000112,""mindfulness"":82267.69999999925,""icar"":541669.5999999996}",,,,,,,,,N/A,"[4416.299999999814,8198.799999999814,2916.100000000559,7364.199999999255,17525,1269,11068.900000000373,37760.5]",2198774,2022-01-29 08:16:26,340
610ec37ea0648de28b37fb83,ma_choice_v3_followup_real1,610ec37ea0648de28b37fb83,,,,,,,,,,,,,,,,"3,3,3,3,3,1,3,2,2,2",,"1,0,1,1,1,1,1,1,0,2,1,1,2,1,2,0,0,2,2,0","3,1,2,2,1,1,2,3,3,3,3,3","2,1,3,1,2,3,3,4,1,3,3,4,4,1,2,3,1,1,1,4","5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,4,5,4,5,4,4,4","{""VR.4"":""4"",""VR.16"":""It is impossible to tell"",""VR.17"":""57"",""VR.19"":""Monday"",""LN.7"":""W"",""LN.33"":""F"",""LN.34"":""T"",""LN.58"":""J"",""MX.45"":""C"",""MX.46"":""E"",""MX.47"":""A"",""MX.55"":""C"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""VR.16""]",1,"{""mindfulness"":63688.09999990463,""sris"":171012.09999990463,""maia"":155084.80000019073,""acs"":221863,""decisionstyle"":92856,""icar"":690756.3000001907}",,,,,,,,,Thank you for the breaks in section 1. I would notice that I was trying to find patterns w/i the pattern,"[6396,41574,7670.200000047684,14319.700000047684,21181.900000095367,14454.199999809265]",2592965,2022-01-29 15:24:40,341
5c8ef3c2d7ecab0018d528da,ma_choice_v3_followup_real1,5c8ef3c2d7ecab0018d528da,,,,,,,,,,,,,,,,"3,3,3,4,3,3,3,2,3,2",,"1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,0,1,1,2,1","2,2,1,1,2,1,1,1,2,2,2,2","1,1,4,4,3,4,1,1,4,4,4,4,4,1,4,2,4,4,2,4","4,4,3,3,3,2,3,3,2,4,3,4,5,5,4,4,3,4,4,4,4,3","{""VR.4"":""3"",""VR.16"":""It is impossible to tell"",""VR.17"":""57"",""VR.19"":""Sunday"",""LN.7"":""V"",""LN.33"":""I"",""LN.34"":""T"",""LN.58"":""M"",""MX.45"":""F"",""MX.46"":""B"",""MX.47"":""C"",""MX.55"":""C"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""MX.46"",""VR.16"",""VR.19""]",3,"{""sris"":102995.8999999999,""decisionstyle"":83453.80000000028,""maia"":111825.5,""acs"":115526.69999999972,""mindfulness"":53492.5,""icar"":341521.00000000023}",,,,,,,,,No,"[6978.799999999814,11678.200000000186,394658.7999999998,9342.700000000186,11965.399999999907,7187]",2408886,2022-01-29 15:52:40,342
5f92002ccc33eb0ff3d749c5,ma_choice_v3_followup_real1,5f92002ccc33eb0ff3d749c5,,,,,,,,,,,,,,,,"3,3,4,3,4,1,1,2,1,1",,"0,0,0,3,3,0,0,0,2,2,0,0,2,1,0,1,2,2,2,0","3,0,2,2,3,0,0,3,2,3,3,3","1,1,4,1,4,4,1,4,4,4,4,4,4,1,4,1,1,1,1,4","3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""M"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""D"",""MX.55"":""D"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.33"",""LN.34"",""MX.45"",""MX.46"",""MX.55"",""R3D.3"",""R3D.4"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",14,"{""sris"":95218.80000001192,""decisionstyle"":58321.30000001192,""maia"":106830,""acs"":111936.30000001192,""mindfulness"":46831.40000003576,""icar"":1022355.2999999523}",,,,,,,,,"This study was quite enjoyable. I found the rotating cubes in the last section confusing, because in two cases I thought that there was more than one possible answer.  In section one, I had a bit of difficulty with speed simply because I'm left-handed, and the arrow keys are on the right of the keyboard. I found the time taken for the study to be appropriate. Thank you.","[19172.400000035763,68878.89999997616,22982.600000023842,9251.099999964237,28987.100000023842,7123.300000011921]",2883457,2022-01-29 18:07:33,343
5e0d6dee4f40fb4f60fc0494,ma_choice_v3_followup_real1,5e0d6dee4f40fb4f60fc0494,,,,,,,,,,,,,,,,"2,2,3,3,3,2,3,2,3,2",,"1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,2,1,0,2","2,1,1,0,1,0,2,1,1,1,1,1","1,1,3,1,3,4,0,3,4,4,3,4,3,4,1,4,3,3,3,2","2,3,1,1,2,2,2,1,2,2,2,3,3,2,2,1,1,1,3,2,2,1","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""J"",""MX.45"":""E"",""MX.46"":""D"",""MX.47"":""A"",""MX.55"":""F"",""R3D.3"":""H"",""R3D.4"":""H"",""R3D.6"":""H"",""R3D.8"":""H""}","[""LN.7"",""LN.33"",""LN.34"",""MX.45"",""VR.4"",""VR.16"",""VR.17""]",7,"{""acs"":225122.20000004768,""sris"":94254.60000014305,""decisionstyle"":65338.59999990463,""mindfulness"":69643.90000009537,""maia"":154003.90000009537,""icar"":1417017.1999998093}",,,,,,,,,no comments ,"[3966.2000000476837,9095,6537.599999904633,12289.900000095367,41077.700000047684,2720.2000000476837]",3389400,2022-01-29 18:26:48,344
